Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Transducer Depth,Wave Height,Wave Period,Battery Life,Measurement Timestamp Label,Measurement ID
Ohio Street Beach,07/23/2016 04:00:00 PM,21.1,2.14,,0.152,3,10.8,07/23/2016 4:00 PM,OhioStreetBeach201607231600
Calumet Beach,07/23/2016 05:00:00 PM,24.3,1.55,,0.23,2,10.8,07/23/2016 5:00 PM,CalumetBeach201607231700
Montrose Beach,07/23/2016 05:00:00 PM,22.8,0,,0.224,3,11,07/23/2016 5:00 PM,MontroseBeach201607231700
Ohio Street Beach,07/23/2016 05:00:00 PM,21.1,1.87,,0.137,3,10.8,07/23/2016 5:00 PM,OhioStreetBeach201607231700
Calumet Beach,07/23/2016 06:00:00 PM,23.8,2.16,,0.219,2,10.8,07/23/2016 6:00 PM,CalumetBeach201607231800
Montrose Beach,07/23/2016 06:00:00 PM,23.4,0,,0.149,7,11,07/23/2016 6:00 PM,MontroseBeach201607231800
Ohio Street Beach,07/23/2016 06:00:00 PM,21,2.08,,0.172,3,10.8,07/23/2016 6:00 PM,OhioStreetBeach201607231800
Calumet Beach,07/23/2016 07:00:00 PM,23.7,1.45,,0.174,3,10.7,07/23/2016 7:00 PM,CalumetBeach201607231900
Montrose Beach,07/23/2016 07:00:00 PM,22.1,0.04,,0.457,3,11,07/23/2016 7:00 PM,MontroseBeach201607231900
Calumet Beach,07/23/2016 08:00:00 PM,22.5,1.5,,0.27,2,10.7,07/23/2016 8:00 PM,CalumetBeach201607232000
Calumet Beach,07/23/2016 10:00:00 PM,22.7,2.58,,0.351,4,10.8,07/23/2016 10:00 PM,CalumetBeach201607232200
Calumet Beach,07/16/2015 07:00:00 AM,20.2,3.32,,0.145,4,11.4,07/16/2015 7:00 AM,CalumetBeach201507160700
63rd Street Beach,07/16/2015 07:00:00 AM,19.1,11.47,,0.236,4,11,07/16/2015 7:00 AM,63rdStreetBeach201507160700
Montrose Beach,07/16/2015 07:00:00 AM,18.7,8.71,,0.232,4,11.1,07/16/2015 7:00 AM,MontroseBeach201507160700
Osterman Beach,07/16/2015 07:00:00 AM,18.8,11.55,,0.217,4,11.8,07/16/2015 7:00 AM,OstermanBeach201507160700
Ohio Street Beach,07/16/2015 07:00:00 AM,18.9,6.43,,0.14,4,10.4,07/16/2015 7:00 AM,OhioStreetBeach201507160700
Rainbow Beach,07/16/2015 06:00:00 AM,19.2,9.94,,-99999.992,-100000,10.3,07/16/2015 6:00 AM,RainbowBeach201507160600
Calumet Beach,07/16/2015 08:00:00 AM,20.2,3.35,,0.137,4,11.4,07/16/2015 8:00 AM,CalumetBeach201507160800
63rd Street Beach,07/16/2015 08:00:00 AM,19.2,7.99,,0.216,4,11,07/16/2015 8:00 AM,63rdStreetBeach201507160800
Montrose Beach,07/16/2015 08:00:00 AM,18.8,8.4,,0.254,4,11.1,07/16/2015 8:00 AM,MontroseBeach201507160800
Osterman Beach,07/16/2015 08:00:00 AM,18.8,10.59,,0.217,4,11.8,07/16/2015 8:00 AM,OstermanBeach201507160800
Ohio Street Beach,07/16/2015 08:00:00 AM,18.9,6.06,,0.157,4,10.4,07/16/2015 8:00 AM,OhioStreetBeach201507160800
Rainbow Beach,07/16/2015 07:00:00 AM,19.3,9.85,,-99999.992,-100000,10.3,07/16/2015 7:00 AM,RainbowBeach201507160700
Calumet Beach,06/10/2016 05:00:00 PM,17.4,1.37,,0.12,3,11,06/10/2016 5:00 PM,CalumetBeach201606101700
Montrose Beach,06/10/2016 05:00:00 PM,17.3,0,,0.111,8,11.2,06/10/2016 5:00 PM,MontroseBeach201606101700
Ohio Street Beach,06/10/2016 05:00:00 PM,16.4,1.23,,0.162,4,11.2,06/10/2016 5:00 PM,OhioStreetBeach201606101700
Calumet Beach,06/10/2016 06:00:00 PM,17.4,1.2,,0.091,5,11.1,06/10/2016 6:00 PM,CalumetBeach201606101800
Montrose Beach,06/10/2016 06:00:00 PM,17.2,0,,0.13,7,11.2,06/10/2016 6:00 PM,MontroseBeach201606101800
Ohio Street Beach,06/10/2016 06:00:00 PM,16,1.08,,0.163,3,11.2,06/10/2016 6:00 PM,OhioStreetBeach201606101800
Calumet Beach,06/10/2016 07:00:00 PM,17.3,1.3,,0.104,3,11,06/10/2016 7:00 PM,CalumetBeach201606101900
Montrose Beach,06/10/2016 07:00:00 PM,17.1,0,,0.138,6,11.2,06/10/2016 7:00 PM,MontroseBeach201606101900
Ohio Street Beach,06/10/2016 07:00:00 PM,16.2,1.27,,0.137,3,11.2,06/10/2016 7:00 PM,OhioStreetBeach201606101900
Calumet Beach,06/10/2016 08:00:00 PM,16.9,1.24,,0.09,9,11,06/10/2016 8:00 PM,CalumetBeach201606102000
Montrose Beach,06/10/2016 08:00:00 PM,16.9,0,,0.12,5,11.2,06/10/2016 8:00 PM,MontroseBeach201606102000
Ohio Street Beach,06/10/2016 08:00:00 PM,16.4,1.1,,0.154,3,11.2,06/10/2016 8:00 PM,OhioStreetBeach201606102000
Calumet Beach,06/10/2016 09:00:00 PM,16.7,1.51,,0.089,3,11,06/10/2016 9:00 PM,CalumetBeach201606102100
Montrose Beach,06/10/2016 09:00:00 PM,16.8,0,,0.092,6,11.2,06/10/2016 9:00 PM,MontroseBeach201606102100
Ohio Street Beach,06/10/2016 09:00:00 PM,16.6,0.88,,0.115,2,11.2,06/10/2016 9:00 PM,OhioStreetBeach201606102100
Calumet Beach,06/10/2016 10:00:00 PM,16.5,1.32,,0.08,3,11,06/10/2016 10:00 PM,CalumetBeach201606102200
Montrose Beach,06/10/2016 10:00:00 PM,16.6,0,,0.11,10,11.2,06/10/2016 10:00 PM,MontroseBeach201606102200
Ohio Street Beach,06/10/2016 10:00:00 PM,16.3,1.23,,0.123,3,11.2,06/10/2016 10:00 PM,OhioStreetBeach201606102200
Calumet Beach,06/11/2016 12:00:00 AM,16.4,1.3,,0.085,3,11.1,06/11/2016 12:00 AM,CalumetBeach201606112400
Calumet Beach,06/12/2016 08:00:00 AM,16.8,1.85,,0.231,4,11,06/12/2016 8:00 AM,CalumetBeach201606120800
Montrose Beach,06/12/2016 08:00:00 AM,17.2,0.02,,0.47,4,11.1,06/12/2016 8:00 AM,MontroseBeach201606120800
Ohio Street Beach,06/12/2016 08:00:00 AM,16.9,5.31,,0.291,5,11.1,06/12/2016 8:00 AM,OhioStreetBeach201606120800
Calumet Beach,08/19/2016 11:00:00 PM,23,0.88,,0.121,3,11.6,08/19/2016 11:00 PM,CalumetBeach201608192300
63rd Street Beach,07/16/2015 09:00:00 AM,19.2,9.93,,0.212,4,11,07/16/2015 9:00 AM,63rdStreetBeach201507160900
Montrose Beach,07/16/2015 09:00:00 AM,18.8,8.32,,0.239,4,11.1,07/16/2015 9:00 AM,MontroseBeach201507160900
Osterman Beach,07/16/2015 09:00:00 AM,18.8,11.37,,0.203,3,11.8,07/16/2015 9:00 AM,OstermanBeach201507160900
Ohio Street Beach,07/16/2015 09:00:00 AM,18.9,5.7,,0.155,4,10.4,07/16/2015 9:00 AM,OhioStreetBeach201507160900
Rainbow Beach,07/16/2015 08:00:00 AM,19.3,9.69,,-99999.992,-100000,10.2,07/16/2015 8:00 AM,RainbowBeach201507160800
Calumet Beach,07/16/2015 11:00:00 AM,19.5,3.82,,0.13,4,11.4,07/16/2015 11:00 AM,CalumetBeach201507161100
63rd Street Beach,07/16/2015 11:00:00 AM,19.2,12.75,,0.157,4,11,07/16/2015 11:00 AM,63rdStreetBeach201507161100
Montrose Beach,07/16/2015 11:00:00 AM,18.9,9.64,,0.183,4,11.1,07/16/2015 11:00 AM,MontroseBeach201507161100
Osterman Beach,07/16/2015 11:00:00 AM,18.8,11.31,,0.167,3,11.8,07/16/2015 11:00 AM,OstermanBeach201507161100
Ohio Street Beach,07/16/2015 11:00:00 AM,18.8,5.77,,0.139,4,10.4,07/16/2015 11:00 AM,OhioStreetBeach201507161100
Rainbow Beach,07/16/2015 10:00:00 AM,19.2,9.65,,-99999.992,-100000,10.2,07/16/2015 10:00 AM,RainbowBeach201507161000
Calumet Beach,07/16/2015 12:00:00 PM,19.5,3.26,,0.161,2,11.4,07/16/2015 12:00 PM,CalumetBeach201507161200
63rd Street Beach,07/16/2015 12:00:00 PM,19.2,9.84,,0.161,3,11,07/16/2015 12:00 PM,63rdStreetBeach201507161200
Montrose Beach,07/16/2015 12:00:00 PM,18.7,9.98,,0.173,4,11.1,07/16/2015 12:00 PM,MontroseBeach201507161200
Osterman Beach,07/16/2015 12:00:00 PM,18.7,12.39,,0.176,4,11.8,07/16/2015 12:00 PM,OstermanBeach201507161200
Ohio Street Beach,07/16/2015 12:00:00 PM,18.8,5.51,,0.135,4,10.4,07/16/2015 12:00 PM,OhioStreetBeach201507161200
Rainbow Beach,07/16/2015 11:00:00 AM,19.2,10.16,,-99999.992,-100000,10.2,07/16/2015 11:00 AM,RainbowBeach201507161100
Calumet Beach,07/16/2015 01:00:00 PM,19.6,3.2,,0.158,2,11.4,07/16/2015 1:00 PM,CalumetBeach201507161300
63rd Street Beach,07/16/2015 01:00:00 PM,19.3,8.68,,0.153,4,11,07/16/2015 1:00 PM,63rdStreetBeach201507161300
Montrose Beach,07/16/2015 01:00:00 PM,18.6,6.44,,0.161,3,11.1,07/16/2015 1:00 PM,MontroseBeach201507161300
Osterman Beach,07/16/2015 01:00:00 PM,18.7,9.66,,0.199,3,11.8,07/16/2015 1:00 PM,OstermanBeach201507161300
Ohio Street Beach,07/16/2015 01:00:00 PM,18.9,5.5,,0.144,3,10.4,07/16/2015 1:00 PM,OhioStreetBeach201507161300
Rainbow Beach,07/16/2015 12:00:00 PM,19.2,9.2,,-99999.992,-100000,10.2,07/16/2015 12:00 PM,RainbowBeach201507161200
Ohio Street Beach,06/11/2016 12:00:00 AM,16.5,0.96,,0.127,3,11.2,06/11/2016 12:00 AM,OhioStreetBeach201606112400
Calumet Beach,06/11/2016 05:00:00 PM,18.1,2.51,,0.122,3,11,06/11/2016 5:00 PM,CalumetBeach201606111700
Montrose Beach,06/11/2016 05:00:00 PM,18.5,0,,0.16,3,11.2,06/11/2016 5:00 PM,MontroseBeach201606111700
Ohio Street Beach,06/11/2016 05:00:00 PM,19.6,1,,0.172,2,11.2,06/11/2016 5:00 PM,OhioStreetBeach201606111700
Ohio Street Beach,06/12/2016 12:00:00 AM,19.2,1.04,,0.155,2,11.2,06/12/2016 12:00 AM,OhioStreetBeach201606122400
Montrose Beach,07/23/2016 08:00:00 PM,22.4,0,,0.332,4,11,07/23/2016 8:00 PM,MontroseBeach201607232000
Ohio Street Beach,07/23/2016 07:00:00 PM,20.6,44.78,,0.06,1,10.8,07/23/2016 7:00 PM,OhioStreetBeach201607231900
Ohio Street Beach,08/05/2016 01:00:00 PM,25.3,1.02,,0.142,3,11.4,08/05/2016 1:00 PM,OhioStreetBeach201608051300
Calumet Beach,07/16/2015 02:00:00 PM,19.7,3.16,,0.163,2,11.4,07/16/2015 2:00 PM,CalumetBeach201507161400
63rd Street Beach,07/16/2015 02:00:00 PM,19.3,6.94,,0.148,4,11,07/16/2015 2:00 PM,63rdStreetBeach201507161400
Montrose Beach,07/16/2015 02:00:00 PM,18.5,4.35,,0.169,3,11.1,07/16/2015 2:00 PM,MontroseBeach201507161400
Osterman Beach,07/16/2015 02:00:00 PM,18.8,9.9,,0.209,3,11.8,07/16/2015 2:00 PM,OstermanBeach201507161400
Ohio Street Beach,07/16/2015 02:00:00 PM,19,5.52,,0.155,3,10.4,07/16/2015 2:00 PM,OhioStreetBeach201507161400
Rainbow Beach,07/16/2015 01:00:00 PM,19.2,8.82,,-99999.992,-100000,10.2,07/16/2015 1:00 PM,RainbowBeach201507161300
Calumet Beach,07/16/2015 03:00:00 PM,19.7,3.19,,0.206,2,11.4,07/16/2015 3:00 PM,CalumetBeach201507161500
63rd Street Beach,07/16/2015 03:00:00 PM,19.2,4.32,,0.164,5,11,07/16/2015 3:00 PM,63rdStreetBeach201507161500
Montrose Beach,07/16/2015 03:00:00 PM,18.5,3.3,,0.185,3,11.1,07/16/2015 3:00 PM,MontroseBeach201507161500
Osterman Beach,07/16/2015 03:00:00 PM,19,10.81,,0.225,3,11.8,07/16/2015 3:00 PM,OstermanBeach201507161500
Ohio Street Beach,07/16/2015 03:00:00 PM,19,5.45,,0.129,3,10.4,07/16/2015 3:00 PM,OhioStreetBeach201507161500
Rainbow Beach,07/16/2015 02:00:00 PM,19.2,6.06,,-99999.992,-100000,10.2,07/16/2015 2:00 PM,RainbowBeach201507161400
Calumet Beach,07/16/2015 04:00:00 PM,19.8,3.41,,0.242,3,11.4,07/16/2015 4:00 PM,CalumetBeach201507161600
63rd Street Beach,07/16/2015 04:00:00 PM,19.2,3.96,,0.156,3,11,07/16/2015 4:00 PM,63rdStreetBeach201507161600
Montrose Beach,07/16/2015 04:00:00 PM,18.6,2.85,,0.166,4,11.1,07/16/2015 4:00 PM,MontroseBeach201507161600
Osterman Beach,07/16/2015 04:00:00 PM,19,10.86,,0.211,4,11.8,07/16/2015 4:00 PM,OstermanBeach201507161600
Ohio Street Beach,07/16/2015 04:00:00 PM,19,5.68,,0.154,3,10.4,07/16/2015 4:00 PM,OhioStreetBeach201507161600
Rainbow Beach,07/16/2015 03:00:00 PM,18.9,3.93,,-99999.992,-100000,10.2,07/16/2015 3:00 PM,RainbowBeach201507161500
Calumet Beach,07/16/2015 05:00:00 PM,20.1,3.57,,0.221,3,11.4,07/16/2015 5:00 PM,CalumetBeach201507161700
63rd Street Beach,07/16/2015 05:00:00 PM,19.2,3.32,,0.154,3,11,07/16/2015 5:00 PM,63rdStreetBeach201507161700
Montrose Beach,07/16/2015 05:00:00 PM,18.6,2.92,,0.167,4,11.1,07/16/2015 5:00 PM,MontroseBeach201507161700
Osterman Beach,07/16/2015 05:00:00 PM,19,8.74,,0.226,3,11.8,07/16/2015 5:00 PM,OstermanBeach201507161700
Ohio Street Beach,07/16/2015 05:00:00 PM,19.1,5.62,,0.192,3,10.4,07/16/2015 5:00 PM,OhioStreetBeach201507161700
Rainbow Beach,07/16/2015 04:00:00 PM,19,3.73,,-99999.992,-100000,10.2,07/16/2015 4:00 PM,RainbowBeach201507161600
Calumet Beach,07/16/2015 06:00:00 PM,20,3.65,,0.156,3,11.4,07/16/2015 6:00 PM,CalumetBeach201507161800
63rd Street Beach,07/16/2015 06:00:00 PM,19.5,4.12,,0.152,3,11,07/16/2015 6:00 PM,63rdStreetBeach201507161800
Montrose Beach,07/16/2015 06:00:00 PM,18.6,2.94,,0.188,4,11.1,07/16/2015 6:00 PM,MontroseBeach201507161800
Osterman Beach,07/16/2015 06:00:00 PM,19.1,7.88,,0.22,3,11.8,07/16/2015 6:00 PM,OstermanBeach201507161800
Ohio Street Beach,07/16/2015 06:00:00 PM,19.1,4.77,,0.156,3,10.4,07/16/2015 6:00 PM,OhioStreetBeach201507161800
Rainbow Beach,07/16/2015 05:00:00 PM,19,3.43,,-99999.992,-100000,10.2,07/16/2015 5:00 PM,RainbowBeach201507161700
Calumet Beach,07/16/2015 07:00:00 PM,20.1,3.82,,0.149,3,11.4,07/16/2015 7:00 PM,CalumetBeach201507161900
63rd Street Beach,07/16/2015 07:00:00 PM,19,3.21,,0.151,3,11,07/16/2015 7:00 PM,63rdStreetBeach201507161900
Montrose Beach,07/16/2015 07:00:00 PM,18.6,2.88,,0.188,6,11.1,07/16/2015 7:00 PM,MontroseBeach201507161900
Osterman Beach,07/16/2015 07:00:00 PM,19,9.3,,0.235,3,11.8,07/16/2015 7:00 PM,OstermanBeach201507161900
Ohio Street Beach,07/16/2015 07:00:00 PM,19.1,4.71,,0.136,3,10.4,07/16/2015 7:00 PM,OhioStreetBeach201507161900
Rainbow Beach,07/16/2015 06:00:00 PM,19,3.14,,-99999.992,-100000,10.2,07/16/2015 6:00 PM,RainbowBeach201507161800
Calumet Beach,07/16/2015 08:00:00 PM,20.1,4.97,,0.204,2,11.4,07/16/2015 8:00 PM,CalumetBeach201507162000
63rd Street Beach,07/16/2015 08:00:00 PM,19,3.87,,0.185,3,11,07/16/2015 8:00 PM,63rdStreetBeach201507162000
Montrose Beach,07/16/2015 08:00:00 PM,18.6,2.86,,0.233,3,11.1,07/16/2015 8:00 PM,MontroseBeach201507162000
Ohio Street Beach,07/16/2015 08:00:00 PM,19,5.38,,0.144,3,10.4,07/16/2015 8:00 PM,OhioStreetBeach201507162000
Rainbow Beach,07/16/2015 07:00:00 PM,18.8,2.9,,-99999.992,-100000,10.2,07/16/2015 7:00 PM,RainbowBeach201507161900
Calumet Beach,07/16/2015 09:00:00 PM,20.3,5.67,,0.189,3,11.4,07/16/2015 9:00 PM,CalumetBeach201507162100
63rd Street Beach,07/16/2015 09:00:00 PM,19,3.56,,0.171,3,11,07/16/2015 9:00 PM,63rdStreetBeach201507162100
Montrose Beach,07/16/2015 09:00:00 PM,18.6,2.86,,0.245,3,11.1,07/16/2015 9:00 PM,MontroseBeach201507162100
Ohio Street Beach,07/16/2015 09:00:00 PM,19,4.92,,0.136,3,10.4,07/16/2015 9:00 PM,OhioStreetBeach201507162100
Rainbow Beach,07/16/2015 08:00:00 PM,18.7,2.78,,-99999.992,-100000,10.2,07/16/2015 8:00 PM,RainbowBeach201507162000
Osterman Beach,07/16/2015 08:00:00 PM,19,9.83,,0.255,3,11.7,07/16/2015 8:00 PM,OstermanBeach201507162000
Montrose Beach,06/11/2016 12:00:00 AM,16.4,0,,0.107,8,11.2,06/11/2016 12:00 AM,MontroseBeach201606112400
Calumet Beach,06/11/2016 11:00:00 AM,17.3,1.31,,0.095,2,11,06/11/2016 11:00 AM,CalumetBeach201606111100
Montrose Beach,06/11/2016 11:00:00 AM,17.5,0,,0.201,5,11.2,06/11/2016 11:00 AM,MontroseBeach201606111100
Ohio Street Beach,06/11/2016 11:00:00 AM,18.1,0.86,,0.154,3,11.1,06/11/2016 11:00 AM,OhioStreetBeach201606111100
Calumet Beach,06/11/2016 12:00:00 PM,17.6,1.36,,0.122,2,11,06/11/2016 12:00 PM,CalumetBeach201606111200
Montrose Beach,06/11/2016 12:00:00 PM,18.1,0,,0.186,5,11.2,06/11/2016 12:00 PM,MontroseBeach201606111200
Ohio Street Beach,06/11/2016 12:00:00 PM,18.9,1.19,,0.193,4,11.2,06/11/2016 12:00 PM,OhioStreetBeach201606111200
Calumet Beach,06/11/2016 01:00:00 PM,18.6,1.21,,0.13,4,11,06/11/2016 1:00 PM,CalumetBeach201606111300
Montrose Beach,06/11/2016 01:00:00 PM,18.9,0,,0.202,5,11.2,06/11/2016 1:00 PM,MontroseBeach201606111300
Ohio Street Beach,06/11/2016 01:00:00 PM,18.7,1.25,,0.184,3,11.1,06/11/2016 1:00 PM,OhioStreetBeach201606111300
Calumet Beach,06/11/2016 02:00:00 PM,19,1.2,,0.117,5,11,06/11/2016 2:00 PM,CalumetBeach201606111400
Montrose Beach,06/11/2016 02:00:00 PM,19.4,0,,0.201,5,11.2,06/11/2016 2:00 PM,MontroseBeach201606111400
Ohio Street Beach,06/11/2016 02:00:00 PM,19,1.24,,0.175,5,11.2,06/11/2016 2:00 PM,OhioStreetBeach201606111400
Calumet Beach,06/11/2016 03:00:00 PM,19.6,1.47,,0.118,5,11,06/11/2016 3:00 PM,CalumetBeach201606111500
Montrose Beach,06/11/2016 03:00:00 PM,19.6,0,,0.219,3,11.2,06/11/2016 3:00 PM,MontroseBeach201606111500
Ohio Street Beach,06/11/2016 03:00:00 PM,18.2,1.01,,0.185,4,11.2,06/11/2016 3:00 PM,OhioStreetBeach201606111500
Calumet Beach,06/11/2016 04:00:00 PM,18.6,2.89,,0.118,4,11,06/11/2016 4:00 PM,CalumetBeach201606111600
Montrose Beach,06/11/2016 04:00:00 PM,19.5,0,,0.217,4,11.2,06/11/2016 4:00 PM,MontroseBeach201606111600
Ohio Street Beach,06/11/2016 04:00:00 PM,18.8,0.97,,0.189,3,11.2,06/11/2016 4:00 PM,OhioStreetBeach201606111600
Calumet Beach,06/11/2016 06:00:00 PM,18,2.64,,0.108,4,11,06/11/2016 6:00 PM,CalumetBeach201606111800
Montrose Beach,06/11/2016 06:00:00 PM,18.9,0.02,,0.171,4,11.2,06/11/2016 6:00 PM,MontroseBeach201606111800
Ohio Street Beach,06/11/2016 06:00:00 PM,19.7,1.01,,0.144,3,11.2,06/11/2016 6:00 PM,OhioStreetBeach201606111800
Calumet Beach,06/12/2016 03:00:00 AM,17,1.41,,0.087,3,11,06/12/2016 3:00 AM,CalumetBeach201606120300
Calumet Beach,07/16/2015 10:00:00 PM,20.1,4.12,,0.189,3,11.4,07/16/2015 10:00 PM,CalumetBeach201507162200
63rd Street Beach,07/16/2015 10:00:00 PM,18.8,3.58,,0.175,3,11,07/16/2015 10:00 PM,63rdStreetBeach201507162200
Montrose Beach,07/16/2015 10:00:00 PM,18.6,3.71,,0.278,3,11.1,07/16/2015 10:00 PM,MontroseBeach201507162200
Ohio Street Beach,07/16/2015 10:00:00 PM,19,5.73,,0.147,3,10.4,07/16/2015 10:00 PM,OhioStreetBeach201507162200
Rainbow Beach,07/16/2015 09:00:00 PM,18.9,2.61,,-99999.992,-100000,10.2,07/16/2015 9:00 PM,RainbowBeach201507162100
Calumet Beach,07/16/2015 11:00:00 PM,20,3.72,,0.204,3,11.4,07/16/2015 11:00 PM,CalumetBeach201507162300
63rd Street Beach,07/16/2015 11:00:00 PM,18.8,3.13,,0.193,3,10.9,07/16/2015 11:00 PM,63rdStreetBeach201507162300
Montrose Beach,07/16/2015 11:00:00 PM,18.6,3.9,,0.287,3,11.1,07/16/2015 11:00 PM,MontroseBeach201507162300
Osterman Beach,07/16/2015 11:00:00 PM,19,12.55,,0.311,4,11.4,07/16/2015 11:00 PM,OstermanBeach201507162300
Ohio Street Beach,07/16/2015 11:00:00 PM,18.9,5.48,,0.141,3,10.4,07/16/2015 11:00 PM,OhioStreetBeach201507162300
Rainbow Beach,07/16/2015 10:00:00 PM,18.8,2.66,,-99999.992,-100000,10.2,07/16/2015 10:00 PM,RainbowBeach201507162200
Calumet Beach,07/17/2015 12:00:00 AM,20,3.35,,0.194,2,11.4,07/17/2015 12:00 AM,CalumetBeach201507172400
63rd Street Beach,07/17/2015 12:00:00 AM,18.9,3.13,,0.194,3,11,07/17/2015 12:00 AM,63rdStreetBeach201507172400
Montrose Beach,07/17/2015 12:00:00 AM,18.6,4.34,,0.306,4,11.1,07/17/2015 12:00 AM,MontroseBeach201507172400
Osterman Beach,07/17/2015 12:00:00 AM,18.9,7.65,,0.289,4,11.6,07/17/2015 12:00 AM,OstermanBeach201507172400
Ohio Street Beach,07/17/2015 12:00:00 AM,18.9,5.02,,0.138,3,10.4,07/17/2015 12:00 AM,OhioStreetBeach201507172400
Rainbow Beach,07/16/2015 11:00:00 PM,18.9,2.67,,-99999.992,-100000,10.2,07/16/2015 11:00 PM,RainbowBeach201507162300
Calumet Beach,07/17/2015 01:00:00 AM,20,3.06,,0.183,3,11.4,07/17/2015 1:00 AM,CalumetBeach201507170100
63rd Street Beach,07/17/2015 01:00:00 AM,19,3.06,,0.191,3,11,07/17/2015 1:00 AM,63rdStreetBeach201507170100
Montrose Beach,07/17/2015 01:00:00 AM,18.6,4.48,,0.274,4,11.1,07/17/2015 1:00 AM,MontroseBeach201507170100
Osterman Beach,07/17/2015 01:00:00 AM,18.9,7.46,,0.274,3,11.7,07/17/2015 1:00 AM,OstermanBeach201507170100
Ohio Street Beach,07/17/2015 01:00:00 AM,18.9,4.95,,0.135,4,10.4,07/17/2015 1:00 AM,OhioStreetBeach201507170100
Rainbow Beach,07/17/2015 12:00:00 AM,18.9,3.03,,-99999.992,-100000,10.2,07/17/2015 12:00 AM,RainbowBeach201507172400
Calumet Beach,07/17/2015 03:00:00 AM,19.9,3.14,,0.137,3,11.4,07/17/2015 3:00 AM,CalumetBeach201507170300
Montrose Beach,07/17/2015 03:00:00 AM,18.7,4.58,,0.235,4,11.1,07/17/2015 3:00 AM,MontroseBeach201507170300
Osterman Beach,07/17/2015 03:00:00 AM,18.8,5.71,,0.239,4,11.7,07/17/2015 3:00 AM,OstermanBeach201507170300
Ohio Street Beach,07/17/2015 03:00:00 AM,18.9,5.42,,0.126,3,10.4,07/17/2015 3:00 AM,OhioStreetBeach201507170300
Rainbow Beach,07/17/2015 02:00:00 AM,18.9,3.23,,-99999.992,-100000,10.2,07/17/2015 2:00 AM,RainbowBeach201507170200
Calumet Beach,06/11/2016 07:00:00 PM,17.9,3,,0.117,2,11,06/11/2016 7:00 PM,CalumetBeach201606111900
Montrose Beach,06/11/2016 07:00:00 PM,19.4,0,,0.128,4,11.2,06/11/2016 7:00 PM,MontroseBeach201606111900
Ohio Street Beach,06/11/2016 07:00:00 PM,19.6,1.1,,0.161,3,11.2,06/11/2016 7:00 PM,OhioStreetBeach201606111900
Calumet Beach,06/14/2016 08:00:00 AM,18.9,2.16,,0.111,3,10.9,06/14/2016 8:00 AM,CalumetBeach201606140800
Montrose Beach,06/14/2016 08:00:00 AM,18,0,,0.261,3,11,06/14/2016 8:00 AM,MontroseBeach201606140800
Ohio Street Beach,06/14/2016 08:00:00 AM,17.7,1.49,,0.149,3,11,06/14/2016 8:00 AM,OhioStreetBeach201606140800
Calumet Beach,07/17/2015 02:00:00 AM,20,3.25,,0.149,3,11.4,07/17/2015 2:00 AM,CalumetBeach201507170200
Calumet Beach,06/11/2016 08:00:00 PM,18,3.69,,0.119,4,11,06/11/2016 8:00 PM,CalumetBeach201606112000
Montrose Beach,07/17/2015 02:00:00 AM,18.7,4.69,,0.267,4,11.1,07/17/2015 2:00 AM,MontroseBeach201507170200
Osterman Beach,07/17/2015 02:00:00 AM,18.9,6.54,,0.253,4,11.7,07/17/2015 2:00 AM,OstermanBeach201507170200
Ohio Street Beach,07/17/2015 02:00:00 AM,18.9,5.36,,0.127,3,10.4,07/17/2015 2:00 AM,OhioStreetBeach201507170200
Rainbow Beach,07/17/2015 01:00:00 AM,18.9,4.56,,-99999.992,-100000,10.2,07/17/2015 1:00 AM,RainbowBeach201507170100
63rd Street Beach,07/17/2015 02:00:00 AM,19,3.07,,0.174,4,10.9,07/17/2015 2:00 AM,63rdStreetBeach201507170200
Calumet Beach,07/17/2015 04:00:00 AM,19.9,2.94,,0.124,3,11.4,07/17/2015 4:00 AM,CalumetBeach201507170400
63rd Street Beach,07/17/2015 04:00:00 AM,19,3.61,,0.174,4,10.9,07/17/2015 4:00 AM,63rdStreetBeach201507170400
Montrose Beach,07/17/2015 04:00:00 AM,18.8,4.94,,0.218,4,11.1,07/17/2015 4:00 AM,MontroseBeach201507170400
Osterman Beach,07/17/2015 04:00:00 AM,18.8,5.93,,0.228,4,11.7,07/17/2015 4:00 AM,OstermanBeach201507170400
Ohio Street Beach,07/17/2015 04:00:00 AM,18.9,5.38,,0.127,3,10.4,07/17/2015 4:00 AM,OhioStreetBeach201507170400
Rainbow Beach,07/17/2015 03:00:00 AM,18.9,2.59,,-99999.992,-100000,10.2,07/17/2015 3:00 AM,RainbowBeach201507170300
Calumet Beach,07/17/2015 05:00:00 AM,19.8,2.54,,0.107,3,11.4,07/17/2015 5:00 AM,CalumetBeach201507170500
63rd Street Beach,07/17/2015 05:00:00 AM,19,3.76,,0.172,3,10.9,07/17/2015 5:00 AM,63rdStreetBeach201507170500
Montrose Beach,07/17/2015 05:00:00 AM,18.7,4.66,,0.221,4,11.1,07/17/2015 5:00 AM,MontroseBeach201507170500
Osterman Beach,07/17/2015 05:00:00 AM,18.8,5.67,,0.216,4,11.7,07/17/2015 5:00 AM,OstermanBeach201507170500
Ohio Street Beach,07/17/2015 05:00:00 AM,18.9,5.22,,0.133,3,10.4,07/17/2015 5:00 AM,OhioStreetBeach201507170500
